DEMO_Org,DEMO_meeting_remote,DEMO_Dept,OBSV_PreC_Location_A_primryoffice,OBSV_PreC_Location_B_officeother,OBSV_PreC_Location_C_client,OBSV_PreC_Location_D_WFH,OBSV_PreC_Location_E_publicspace,OBSV_PreC_Location_F_transit,OBSV_PreC_Location_G_other,OBSV_Now_Interact_Work_within_org,OBSV_PreC_meeting_A_inperson,OBSV_PreC_meeting_B_hyrbid,OBSV_PreC_meeting_C_remote,OBSV_PreC_interative_A_inperson,OBSV_PreC_interative_B_remote,OBSV_same_space_count_A_1,OBSV_same_space_count_B_2n3,OBSV_same_space_count_C_4n9,OBSV_same_space_count_D_10p,OBSV_PreC_meetingsize0ffice_A_1,OBSV_PreC_meetingsize0ffice_B_2n3,OBSV_PreC_meetingsize0ffice_C_4n9,OBSV_PreC_wiOffice_A_desk,OBSV_PreC_wiOffice_B_otherdeck,OBSV_PreC_wiOffice_C_meetingrm,OBSV_PreC_wiOffice_D_lobby,OBSV_PreC_wiOffice_E_speicaltyarea,OBSV_PreC_wiOffice_F_other,OBSV_PreC_space_A_InformalMtg,OBSV_PreC_space_B_FormalMtg,OBSV_PreC_5A_lost_layout,OBSV_PreC_5B_lost_looking,OBSV_PreC_5C_lost_perstech,OBSV_PreC_5D_lost_roomtech,OBSV_PreC_5E_lost_visitors,OBSV_PreC_5F_lost_noise,OBSV_PreC_5G_lost_comms,OBSV_PreC_5H_lost_ergo,OBSV_PreC_5I_lost_temp,OBSV_PreC_5J_lost_odor,OBSV_PreC_5K_lost_natlight,OBSV_PreC_5L_lost_indoorlight,PostC_impact_RankDifficult_A_MH,PostC_impact_RankDifficult_B_community,PostC_impact_RankDifficult_C_Communication,PostC_impact_RankDifficult_D_Tech,PostC_impact_RankDifficult_E_space,PostC_impact_RankDifficult_F_Environment,PostC_impact_shift_D_videoconf,PostC_impact_shift_E_innovate,DECSN_factors_E_commutelength,DECSN_factors_F_collabtools,DECSN_factors_G_concentrate,DECSN_factors_H_purpose,DECSN_factors_I_coworkerspresence,DECSN_factors_J_teampresence,DECSN_factors_K_socialevents,DECSN_factors_L_community,DECSN_factors_M_metorship,DECSN_factors_N_neighorhood,DECSN_factors_O_food,DECSN_factors_P_family,DECSN_factors_Q_leadership,PREF_space_A_focusedWk,PREF_Envr_Focus_1A_activity,PREF_Envr_Focus_1B_closure,PREF_Envr_Focus_1C_remote,PREF_Envr_Focus_1D_color,PREF_Envr_Focus_1E_light,PREF_Envr_Focus_1F_formality,PREF_Envr_Focus_1H_energy,PREF_Envr_Collab_2A_activity,PREF_Envr_Collab_2B_closure,PREF_Envr_Collab_2C_remote,PREF_Envr_Collab_2D_color,PREF_Envr_Collab_2E_light,PREF_Envr_Collab_2F_formality,PREF_Envr_Collab_2H_energy,PREF_features_A_chair,PREF_features_B_proximitry,PREF_features_C_concentration,PREF_features_D_privacy,PREF_features_E_noise,PREF_features_F_daylight,PREF_features_G_light,PREF_features_H_nature,PREF_features_I_Sychro,PREF_features_J_collabspace,PREF_features_K_temp,PREF_features_L_clean,PREF_features_M_lockers,PREF_features_N_events,PREF_features_O_food,PREF_features_Q_kitchen,PREF_features_R_gym,PREF_features_S_relax,PREF_features_T_greenspace,PREF_CollabSpace_A_tech,PREF_CollabSpace_B_software,PREF_CollabSpace_C_CollabTools,PREF_CollabSpace_D_furniture,PREF_CollabSpace_E_seating,PREF_CollabSpace_F_naturallight,PREF_CollabSpace_G_acoustics,SATSF_CollabSpace_A_Tech,SATSF_CollabSpace_B_software,SATSF_CollabSpace_C_CollabTools,SATSF_CollabSpace_D_furniture,SATSF_CollabSpace_E_seating,SATSF_CollabSpace_F_naturallight,SATSF_CollabSpace_G_acoustics,SATSF_HomeOffice_A_Tech,SATSF_HomeOffice_B_software,SATSF_HomeOffice_C_CollabTools,SATSF_HomeOffice_D_furniture,SATSF_HomeOffice_E_seating,SATSF_HomeOffice_F_naturallight,SATSF_HomeOffice_G_acoustics,SATSF_office_A_community,SATSF_office_B_designexcellence,SATSF_office_C_pride,SATSF_office_D_expressme,SATSF_office_E_control,SATSF_office_F_wellbeing,SATSF_office_G_myfamily,SATSF_office_H_customers,SATSF_office_I_orgcullture,SATSF_office_J_knowledgeshare,SATSF_office_K_planet,SATSF_facilitate_Home_1A_focus,SATSF_facilitate_Home_1B_inpersoncollab,SATSF_facilitate_Home_1C_virtualcollab,SATSF_facilitate_Office_2A_focus,SATSF_facilitate_Office_2B_inpersoncollab,SATSF_facilitate_Office_2C_virtualcollab,SATSF_facilitate_HomeTech_3A_virtualcollab,SATSF_facilitate_HomeTech_3B_inpersoncollab,SATSF_facilitate_HomeTech_3C_virtualcollab,SATSF_facilitate_OfficeTech_4A_virtualcollab,SATSF_facilitate_OfficeTech_4B_inpersoncollab,SATSF_facilitate_OfficeTech_4C_virtualcollab,WP_Featr_office_A_community,WP_Featr_office_B_designexcellence,WP_Featr_office_C_pride,WP_Featr_office_D_expressme,WP_Featr_office_E_control,WP_Featr_office_F_wellbeing,WP_Featr_office_G_myfamily,WP_Featr_office_H_customers,WP_Featr_office_I_oegculture,WP_Featr_office_J_knowledgeshare,WP_Featr_office_K_planet,Etc1_WLB_improved,Etc2_chooseWFH,Etc3_no_workstation,Etc4_justlaptop,Etc5_teamclose,Etc6_connected,Etc7_priorities,Etc8_WFK_efffective,OBSV_PreC_WFH_Days_Wk,DEMO_Tenure_PreC_employee,PREF_WFK_rate_home,PostC_impact_shift_A_focus,PostC_impact_shift_B_productive,PostC_impact_shift_C_collab,PostC_impact_shift_F_colleagueaccess,PostC_impact_shift_G_teammeetings,PostC_impact_shift_H_social,PostC_impact_shift_I_managersconnect,PostC_impact_shift_J_client,PostC_impact_shift_K_enjoy,DECSN_factors_A_noinpersonmtgs,DECSN_factors_B_healthwellness,DECSN_factors_C_WrkLifeSep,DECSN_factors_D_safety,OBSV_Now_WrkTimeA_Indiv_fract_vCollab,OBSV_PreC_meetingsize0ffice_D_10plus,PREF_space_B_inperson_collab,PREF_space_C_videoconf,PREF_space_D_impromptu,PREF_space_E_recharge,PREF_space_F_accessible,PREF_space_G_firstarrive
Org 3,Yes,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,0.1,0.05,0.09,0.05,1,0.1,your desk/office,meeting room,0,0,0,60,60,0,60,60,0,0,0,0,0,5,2,3,1,4,NA,4,1,4,4,4,NA,4,2.5,2.5,4,4,0,2.5,2.5,Desk or office,4,4,7,8,2,3,5,2,1,1,2,4,5,5,Important,Important,Very unimportant,Neutral,Neutral,Important,Neutral,Neutral,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,Neutral,Important,Neutral,Important,Important,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Very dissatisfied,Very dissatisfied,Very dissatisfied,Neutral,Satisfied,Neutral,Neutral,Satisfied,Very satisfied,Very satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Neutral,0,NA,0.2,4,2.5,4,4,NA,4,4,4,4,4,2.5,4,NA,0.875,NA,"Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)",Home,"Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)"
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0.36,1,1,1,0,1,"lobby, common area, other",meeting room,0,0,0,0,0,2,2,0,3,0,0,0,2,0,1,4,3,5,NA,2.5,4,1,2.5,2.5,NA,1,2.5,2.5,4,4,2.5,2.5,4,Desk or office,1,1,2,2,5,4,3,1,7,7,7,7,3,8,Important,Important,Very unimportant,Neutral,Important,Important,Important,Important,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Important,Important,Important,Important,Important,Important,Very satisfied,Very satisfied,Very satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Very satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Important,Very important,Very important,Important,Very important,Important,Neutral,Neutral,Important,Very important,Important,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,1,NA,0.2,2.5,2.5,5,4,NA,5,4,2.5,2.5,2.5,4,2.5,NA,0.75,0,"Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)",Home,"Open space (cafe, lounge)",Desk or office
Org 3,Yes,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.35,0.05,NA,NA,NA,NA,someone else's desk/office,meeting room,250,20,1000,500,5,5,500,40,20,20,20,20,5,4,2,1,0,3,NA,4,4,5,4,4,NA,4,4,4,4,4,1,4,4,Desk or office,1,1,4,6,7,1,8,1,2,1,8,8,2,1,Important,Important,Very unimportant,Important,Important,Important,Important,Important,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,Very important,Very important,Very important,Important,Important,Neutral,Neutral,Unsatisfied,Satisfied,Satisfied,Neutral,Neutral,Very satisfied,Neutral,Unsatisfied,Neutral,Neutral,Unsatisfied,Neutral,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very unimportant,Unimportant,Very unimportant,Very unimportant,Unimportant,Very unimportant,Very unimportant,Unimportant,Very unimportant,Unimportant,Unimportant,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,0,NA,0,4,4,4,4,NA,5,4,4,4,NA,NA,2.5,NA,1,NA,Desk or office,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)",Elsewhere in the building,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)"
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.3,0.2,0.5,0.2,0.03,0.1,0.02,1,0.04,someone else's desk/office,meeting room,NA,NA,NA,NA,NA,NA,2400,NA,NA,NA,NA,NA,1,2,4,3,5,0,NA,2.5,4,2.5,2.5,4,NA,2.5,0,1,2.5,0,0,2.5,2.5,Desk or office,0,1,2,1,7,3,2,0,1,5,0,10,5,5,Very important,Neutral,Very unimportant,Important,Important,Neutral,Neutral,Neutral,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Neutral,Important,Important,Important,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Important,Important,Important,Neutral,Neutral,Important,Important,Important,Important,Important,Important,Agree,Agree,Disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,0,NA,1,2.5,2.5,4,4,NA,4,4,2.5,2.5,2.5,4,2.5,NA,0.5,NA,"Enclosed room (meeting room, phone room)",Desk or office,"Open space (cafe, lounge)",Home,Desk or office,"Open space (cafe, lounge)"
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,0.37,0.02,1,NA,NA,NA,meeting room,meeting room,0,0,2,0,0.5,0,0,0,0,0,0,0,0,4,3,1,5,2,NA,2.5,5,5,4,2.5,NA,4,1,4,4,0,0,4,4,Desk or office,2,NA,NA,NA,5,NA,5,2,5,3,NA,5,NA,5,Very important,Very important,Very unimportant,Important,Neutral,Neutral,Neutral,Neutral,NA,NA,Neutral,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Neutral,Neutral,Unimportant,Neutral,Neutral,Neutral,Unsatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Unsatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Important,Very important,Very important,Unimportant,Important,Neutral,Important,Important,Important,Important,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,0,NA,0,2.5,2.5,4,4,NA,4,2.5,2.5,4,NA,NA,5,NA,0.925,0.1,"Semi-enclosed space (nook, booth)",Desk or office,"Semi-enclosed space (nook, booth)",Desk or office,Desk or office,Desk or office
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.2,0.4,0,0,0,0,0,"lobby, common area, other","lobby, common area, other",1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,1,2,0,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anywhere outside the office building,2,3,5,5,5,5,5,4,4,5,5,5,5,NA,Neutral,Neutral,Very unimportant,Neutral,Neutral,Neutral,Neutral,Neutral,NA,NA,Neutral,Neutral,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,5,NA,1,2.5,2.5,4,4,NA,2.5,4,2.5,2.5,2.5,2.5,2.5,NA,0.975,0.5,"Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)","Semi-enclosed space (nook, booth)",Home,"Open space (cafe, lounge)","Open space (cafe, lounge)"
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.85,0.18,0.18,1,1,0.02,0,meeting room,meeting room,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,2,0,NA,4,0,1,5,4,NA,2.5,1,2.5,2.5,1,1,4,1,Desk or office,2,2,7,7,9,6,5,2,2,8,5,8,5,5,Neutral,Important,Very unimportant,Important,Important,Neutral,Neutral,Neutral,NA,NA,Neutral,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Important,Neutral,Important,Neutral,Neutral,Neutral,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Unsatisfied,Unsatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Very satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Very satisfied,Satisfied,Satisfied,Important,Important,Very important,Neutral,Neutral,Important,Important,Important,Important,Important,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Agree,Disagree,0,NA,0.4,5,4,5,5,NA,5,4,2.5,2.5,2.5,2.5,5,NA,0.875,NA,"Semi-enclosed space (nook, booth)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)",Elsewhere in the building,Desk or office,"Open space (cafe, lounge)"
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.35,0.05,NA,NA,NA,NA,your desk/office,meeting room,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,0,3,NA,2.5,2.5,2.5,0,5,NA,2.5,5,4,5,5,2.5,2.5,2.5,Desk or office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Very unimportant,Neutral,Neutral,Neutral,Neutral,Neutral,NA,NA,Neutral,Neutral,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,0,NA,0.4,2.5,2.5,4,2.5,NA,4,4,4,5,2.5,2.5,2.5,NA,0.875,NA,Anywhere outside the office building,Desk or office,Desk or office,Anywhere outside the office building,Desk or office,Desk or office
Org 3,Yes,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,0.15,0.2,0.1,0.05,NA,NA,0.05,your desk/office,meeting room,NA,60,30,NA,120,NA,120,NA,NA,NA,NA,NA,4,5,3,1,2,0,NA,5,1,4,2.5,4,NA,0,1,1,1,1,1,4,1,Desk or office,2,2,4,2,7,9,2,2,2,3,2,7,4,2,Important,Important,Very unimportant,Important,Important,Neutral,Important,Unimportant,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,Very important,Neutral,Important,Neutral,Important,Very satisfied,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Neutral,Unsatisfied,Unsatisfied,Satisfied,Unsatisfied,Very satisfied,Very satisfied,Very satisfied,Neutral,Neutral,Satisfied,Neutral,Very satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Very dissatisfied,Neutral,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very dissatisfied,Neutral,Very satisfied,Very satisfied,Very satisfied,Neutral,Important,Very important,Very unimportant,Unimportant,Important,Neutral,Very important,Important,Important,Important,Neutral,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,1,NA,0.1,5,5,2.5,2.5,NA,4,5,5,4,5,4,4,NA,0.5,NA,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)",Elsewhere in the building,Desk or office,Desk or office
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.05,0.03,0,0,0,0.32,someone else's desk/office,meeting room,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,4,0,NA,1,2.5,4,0,4,NA,4,4,4,4,4,4,4,4,Elsewhere in the building,3,NA,0,8,7,NA,NA,4,8,7,8,8,4,2,Very important,Important,Very unimportant,Important,Neutral,Neutral,Neutral,Important,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Important,Neutral,Important,Important,Important,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,1,NA,0.6,0,1,5,4,NA,5,4,1,0,2.5,4,4,NA,0.875,NA,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building,Desk or office,Desk or office
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,0.9,0.05,NA,0.39,1,NA,NA,NA,NA,your desk/office,meeting room,20,20,60,0,0,20,20,20,20,0,20,20,2,5,3,1,4,0,NA,2.5,4,4,4,4,NA,4,4,4,5,4,1,5,2.5,Desk or office,1,1,5,8,9,5,5,1,1,5,5,9,5,5,Important,Important,Very unimportant,Important,Important,Very important,Very important,Neutral,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Very important,Important,Important,Important,Very important,Very important,Neutral,Neutral,Neutral,Unsatisfied,Neutral,Unsatisfied,Unsatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Important,Important,Important,Important,Important,Important,Important,Neutral,Important,Important,Very important,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,5,NA,1,4,4,5,2.5,NA,4,5,2.5,4,2.5,5,4,NA,0.975,NA,"Enclosed room (meeting room, phone room)",Anywhere outside the office building,Desk or office,Home,Home,Desk or office
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,0,0,0,0,0,your desk/office,meeting room,0,0,0,0,0,15,15,15,0,0,0,0,0,2,4,1,5,3,NA,2.5,4,1,4,4,NA,1,5,4,4,5,4,1,4,Elsewhere in the building,NA,1,0,4,2,8,1,1,2,2,2,1,1,1,Important,Neutral,Very unimportant,Important,Important,Important,Important,Important,NA,NA,Important,Neutral,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Very important,Very important,Very important,Very important,Neutral,Neutral,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Very satisfied,Satisfied,Satisfied,Unimportant,Neutral,Important,Neutral,Neutral,Unimportant,Unimportant,Neutral,Neutral,Neutral,Unimportant,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,0,NA,0.6,4,1,4,2.5,NA,2.5,4,2.5,1,2.5,5,4,NA,0.75,NA,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building,Elsewhere in the building
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.34,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,0,0,0,0,0,your desk/office,your desk/office,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,2,0,NA,2.5,2.5,2.5,2.5,2.5,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,Anywhere outside the office building,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Neutral,Neutral,Very unimportant,Neutral,Neutral,Neutral,Neutral,Neutral,NA,NA,Neutral,Neutral,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Important,Neutral,Important,Neutral,Very important,Important,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very important,Very important,Very important,Neutral,Neutral,Neutral,Important,Very important,Very important,Very important,Very important,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,NA,0,2.5,2.5,2.5,2.5,NA,2.5,2.5,2.5,2.5,NA,NA,2.5,NA,0.5,NA,Anywhere outside the office building,Anywhere outside the office building,Anywhere outside the office building,Anywhere outside the office building,Anywhere outside the office building,Anywhere outside the office building
Org 3,No,Construction Management & Site Development,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,NA,NA,NA,0.8,0.1,0.1,0.4,NA,NA,NA,NA,NA,"lobby, common area, other",meeting room,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,3,NA,2.5,4,4,4,4,NA,4,2.5,4,4,2.5,2.5,4,4,Desk or office,NA,NA,7,3,5,5,NA,5,5,7,5,5,5,5,Important,Important,Very unimportant,Important,Important,Neutral,Important,Important,NA,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,Important,Important,Important,Important,Neutral,Important,Unsatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Unsatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,0,NA,0,2.5,2.5,2.5,2.5,NA,2.5,2.5,2.5,2.5,NA,NA,4,NA,0.925,NA,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)",Anywhere outside the office building,"Semi-enclosed space (nook, booth)",Desk or office
